,Syl_Per_Speaker,minF0,maxF0,meanF0,meanStd,meanZnorm,Total_Whispered,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14
0,4.449733213268438,1.6422426151570697,6.30536981932626,0.1864163413283654,4.609855219031021,-0.18654398412474388,12,0.00749063670411985,0.15106117353308365,0.15980024968789014,0.012484394506866416,0.0898876404494382,0.0012484394506866417,0.03620474406991261,0.009987515605493134,0.011235955056179775,0.02247191011235955,0.004993757802746567,0.2983770287141074,0.008739076154806492,0.15106117353308365,0.03495630461922597
1,3.7262205868364835,3.979432277084205,6.293839216329005,0.24772739308037486,4.804718452693519,-0.15096619191628163,8,0.017241379310344827,0.13409961685823754,0.15517241379310345,0.017241379310344827,0.11685823754789272,0.011494252873563218,0.05363984674329502,0.009578544061302681,0.032567049808429116,0.0421455938697318,0.0210727969348659,0.1685823754789272,0.017241379310344827,0.11877394636015326,0.0842911877394636
2,3.366412834078387,3.9793260038386156,6.288945370805254,0.24753407719341675,5.017004468713759,-0.289292092882114,0,0.06885245901639345,0.08196721311475409,0.06229508196721312,0.08852459016393442,0.03278688524590164,0.13114754098360656,0.09836065573770492,0.036065573770491806,0.04590163934426229,0.009836065573770493,0.022950819672131147,0.036065573770491806,0.05901639344262295,0.10163934426229508,0.12459016393442623
3,2.982661863936955,3.9830065293423202,6.281453907504806,0.24135254025749628,5.119776997297681,-0.4069974564005564,0,0.05737704918032787,0.1721311475409836,0.0,0.11475409836065574,0.03278688524590164,0.1557377049180328,0.01639344262295082,0.03278688524590164,0.08196721311475409,0.03278688524590164,0.06557377049180328,0.08196721311475409,0.03278688524590164,0.05737704918032787,0.06557377049180328
4,3.803746115960377,3.978058913375682,5.735466260611131,0.14093704411882235,4.7389140095363445,-0.13724917082716442,2,0.002777777777777778,0.16944444444444445,0.125,0.002777777777777778,0.08611111111111111,0.005555555555555556,0.030555555555555555,0.0,0.002777777777777778,0.022222222222222223,0.002777777777777778,0.33611111111111114,0.013888888888888888,0.18333333333333332,0.016666666666666666
5,4.252641756444225,3.9810371983023782,6.287604063364852,0.14005415933383852,4.754662469134604,-0.22680800195715517,6,0.009433962264150943,0.09198113207547169,0.10141509433962265,0.01179245283018868,0.09669811320754718,0.0047169811320754715,0.07075471698113207,0.009433962264150943,0.009433962264150943,0.02358490566037736,0.0023584905660377358,0.3089622641509434,0.0,0.23349056603773585,0.025943396226415096
6,3.3453607327133827,3.9758053346196007,6.276252879845877,0.2825290602543962,5.079049324917892,0.03435888136317319,3,0.06435643564356436,0.06435643564356436,0.0594059405940594,0.06930693069306931,0.0297029702970297,0.07425742574257425,0.18316831683168316,0.054455445544554455,0.04950495049504951,0.04950495049504951,0.0297029702970297,0.0891089108910891,0.054455445544554455,0.06435643564356436,0.06435643564356436
7,3.8030289917124063,3.9801778692278167,6.188084009287034,0.14488359313458174,4.7622780289020765,0.18934689020294107,5,0.009771986970684038,0.16612377850162866,0.13355048859934854,0.006514657980456026,0.11074918566775244,0.009771986970684038,0.029315960912052116,0.009771986970684038,0.009771986970684038,0.03257328990228013,0.013029315960912053,0.24104234527687296,0.0,0.17263843648208468,0.05537459283387622
8,4.506202926692689,3.9787497919959036,6.245703923291404,0.10066380189759364,4.51316860042626,0.15367830476526814,1,0.0,0.14901960784313725,0.30196078431372547,0.0,0.10980392156862745,0.0,0.0,0.0,0.0,0.00392156862745098,0.0,0.3058823529411765,0.0,0.12156862745098039,0.00784313725490196
9,3.156044380477858,3.986177722879496,6.288051063305018,0.16690685237282735,5.136865323717433,-0.302337373921825,0,0.05806451612903226,0.03225806451612903,0.0064516129032258064,0.09032258064516129,0.0,0.16129032258064516,0.12903225806451613,0.08387096774193549,0.012903225806451613,0.025806451612903226,0.025806451612903226,0.06451612903225806,0.06451612903225806,0.17419354838709677,0.07096774193548387
10,2.948515814619595,3.9799344615042465,6.244384233310456,0.21399934753263417,5.098002983212958,-0.22973485770103994,3,0.06722689075630252,0.03361344537815126,0.037815126050420166,0.10504201680672269,0.025210084033613446,0.20168067226890757,0.18067226890756302,0.037815126050420166,0.01680672268907563,0.03361344537815126,0.029411764705882353,0.046218487394957986,0.058823529411764705,0.07142857142857142,0.0546218487394958
11,3.3731886158676248,3.9785712102428867,6.281435753169319,0.19077099949525153,5.265106703771557,0.37059857377138133,0,0.10185185185185185,0.032407407407407406,0.023148148148148147,0.09722222222222222,0.023148148148148147,0.16666666666666666,0.08333333333333333,0.09722222222222222,0.037037037037037035,0.05092592592592592,0.05092592592592592,0.023148148148148147,0.06944444444444445,0.09722222222222222,0.046296296296296294
12,4.406870374488402,3.977099802346497,5.940593430500801,0.16005169929214796,4.663479567845114,-0.32490999346586125,2,0.01507537688442211,0.15577889447236182,0.3417085427135678,0.020100502512562814,0.06532663316582915,0.005025125628140704,0.01507537688442211,0.0,0.0,0.01507537688442211,0.01507537688442211,0.20603015075376885,0.010050251256281407,0.08542713567839195,0.05025125628140704
13,3.5378131526959287,3.978819731393444,5.971275463616464,0.2087889675870265,5.237178287862441,-0.047524303819252864,0,0.0821917808219178,0.0273972602739726,0.00684931506849315,0.2602739726027397,0.0547945205479452,0.11643835616438356,0.0273972602739726,0.0821917808219178,0.0410958904109589,0.04794520547945205,0.0136986301369863,0.0136986301369863,0.04794520547945205,0.08904109589041095,0.08904109589041095
14,4.06549520675053,4.061554311305214,6.243244192408234,0.18693826712161576,5.2217568031610675,0.28736526471941154,1,0.10588235294117647,0.0,0.011764705882352941,0.08235294117647059,0.023529411764705882,0.24705882352941178,0.12941176470588237,0.08235294117647059,0.03529411764705882,0.011764705882352941,0.058823529411764705,0.023529411764705882,0.10588235294117647,0.011764705882352941,0.07058823529411765
15,3.767504803627961,3.980636440924694,6.215718992381413,0.25000463255524175,5.143528485773644,0.3197635178996794,0,0.07222222222222222,0.06666666666666667,0.05,0.08888888888888889,0.044444444444444446,0.08333333333333333,0.07777777777777778,0.08888888888888889,0.044444444444444446,0.05555555555555555,0.044444444444444446,0.044444444444444446,0.06111111111111111,0.09444444444444444,0.08333333333333333
16,2.638045837376998,3.980009592786218,5.757695168671144,0.17794620633861957,4.470564902989774,0.13629762950787186,3,0.0,0.2619047619047619,0.21428571428571427,0.0,0.14285714285714285,0.0,0.05952380952380952,0.0,0.0,0.011904761904761904,0.0,0.15476190476190477,0.011904761904761904,0.05952380952380952,0.08333333333333333
17,3.8358710205976494,4.172886557551014,6.226425207573122,0.18180939149431316,5.334295808937375,0.01762279749819999,0,0.02702702702702703,0.0,0.08108108108108109,0.13513513513513514,0.0,0.13513513513513514,0.10810810810810811,0.13513513513513514,0.02702702702702703,0.05405405405405406,0.05405405405405406,0.0,0.13513513513513514,0.0,0.10810810810810811
18,4.9232546474185215,3.9814598599643842,6.092226508165844,0.26162885612777703,4.983612229835542,0.19010672053733454,2,0.0547945205479452,0.0136986301369863,0.0410958904109589,0.2465753424657534,0.0684931506849315,0.0547945205479452,0.0547945205479452,0.0410958904109589,0.0,0.0821917808219178,0.0273972602739726,0.0821917808219178,0.0958904109589041,0.0821917808219178,0.0547945205479452
19,4.120047202931316,3.9788811027536335,6.269506452926749,0.30060006312698234,5.028704053092869,0.16935117413861228,2,0.07547169811320754,0.04716981132075472,0.08490566037735849,0.07075471698113207,0.03773584905660377,0.07075471698113207,0.07547169811320754,0.08490566037735849,0.0330188679245283,0.04716981132075472,0.0330188679245283,0.08962264150943396,0.05660377358490566,0.09905660377358491,0.09433962264150944
