,Syl_Per_Speaker,minF0,maxF0,meanF0,meanStd,meanZnorm,Total_Whispered,cluster0,cluster1,cluster2,cluster3,cluster4
0,4.449733213268438,1.6422426151570697,6.30536981932626,0.1864163413283654,4.609855219031021,-0.18654398412474388,12,0.0986267166042447,0.0749063670411985,0.7515605493133583,0.02746566791510612,0.04744069912609238
1,3.7262205868364835,3.979432277084205,6.293839216329005,0.24772739308037486,4.804718452693519,-0.15096619191628163,8,0.15708812260536398,0.13984674329501914,0.5153256704980843,0.05938697318007663,0.12835249042145594
2,3.366412834078387,3.9793260038386156,6.288945370805254,0.24753407719341675,5.017004468713759,-0.289292092882114,0,0.09508196721311475,0.17704918032786884,0.25573770491803277,0.21311475409836064,0.25901639344262295
3,2.982661863936955,3.9830065293423202,6.281453907504806,0.24135254025749628,5.119776997297681,-0.4069974564005564,0,0.16393442622950818,0.19672131147540983,0.13114754098360656,0.23770491803278687,0.27049180327868855
4,3.803746115960377,3.978058913375682,5.735466260611131,0.14093704411882235,4.7389140095363445,-0.13724917082716442,2,0.08888888888888889,0.06944444444444445,0.7388888888888889,0.022222222222222223,0.08055555555555556
5,4.252641756444225,3.9810371983023782,6.287604063364852,0.14005415933383852,4.754662469134604,-0.22680800195715517,6,0.09198113207547169,0.13679245283018868,0.6721698113207547,0.04481132075471698,0.054245283018867926
6,3.3453607327133827,3.9758053346196007,6.276252879845877,0.2825290602543962,5.079049324917892,0.03435888136317319,3,0.08415841584158416,0.297029702970297,0.18811881188118812,0.15841584158415842,0.2722772277227723
7,3.8030289917124063,3.9801778692278167,6.188084009287034,0.14488359313458174,4.7622780289020765,0.18934689020294107,5,0.1270358306188925,0.1270358306188925,0.6058631921824105,0.03908794788273615,0.10097719869706841
8,4.506202926692689,3.9787497919959036,6.245703923291404,0.10066380189759364,4.51316860042626,0.15367830476526814,1,0.050980392156862744,0.0,0.9176470588235294,0.00392156862745098,0.027450980392156862
9,3.156044380477858,3.986177722879496,6.288051063305018,0.16690685237282735,5.136865323717433,-0.302337373921825,0,0.07096774193548387,0.2709677419354839,0.14193548387096774,0.33548387096774196,0.18064516129032257
