,Syl_Per_Speaker,minF0,maxF0,meanF0,meanStd,meanZnorm,Total_Whispered,cluster0,cluster1,cluster2,cluster3,cluster4
10,2.948515814619595,3.9799344615042465,6.244384233310456,0.21399934753263417,5.098002983212958,-0.22973485770103994,3,0.10084033613445378,0.22268907563025211,0.18487394957983194,0.31932773109243695,0.1722689075630252
11,3.3731886158676248,3.9785712102428867,6.281435753169319,0.19077099949525153,5.265106703771557,0.37059857377138133,0,0.10185185185185185,0.2638888888888889,0.16203703703703703,0.28703703703703703,0.18518518518518517
12,4.406870374488402,3.977099802346497,5.940593430500801,0.16005169929214796,4.663479567845114,-0.32490999346586125,2,0.07537688442211055,0.07035175879396985,0.7487437185929648,0.03015075376884422,0.07537688442211055
13,3.5378131526959287,3.978819731393444,5.971275463616464,0.2087889675870265,5.237178287862441,-0.047524303819252864,0,0.0958904109589041,0.2534246575342466,0.07534246575342465,0.3698630136986301,0.2054794520547945
14,4.06549520675053,4.061554311305214,6.243244192408234,0.18693826712161576,5.2217568031610675,0.28736526471941154,1,0.15294117647058825,0.27058823529411763,0.03529411764705882,0.3411764705882353,0.2
15,3.767504803627961,3.980636440924694,6.215718992381413,0.25000463255524175,5.143528485773644,0.3197635178996794,0,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.2111111111111111,0.23333333333333334
16,2.638045837376998,3.980009592786218,5.757695168671144,0.17794620633861957,4.470564902989774,0.13629762950787186,3,0.11904761904761904,0.07142857142857142,0.6785714285714286,0.0,0.13095238095238096
17,3.8358710205976494,4.172886557551014,6.226425207573122,0.18180939149431316,5.334295808937375,0.01762279749819999,0,0.08108108108108109,0.32432432432432434,0.08108108108108109,0.2702702702702703,0.24324324324324326
18,4.9232546474185215,3.9814598599643842,6.092226508165844,0.26162885612777703,4.983612229835542,0.19010672053733454,2,0.1506849315068493,0.273972602739726,0.1232876712328767,0.2602739726027397,0.1917808219178082
19,4.120047202931316,3.9788811027536335,6.269506452926749,0.30060006312698234,5.028704053092869,0.16935117413861228,2,0.10849056603773585,0.2688679245283019,0.29245283018867924,0.17452830188679244,0.15566037735849056
20,4.235035356039211,3.9772737867718275,6.281720361527367,0.2786179169500536,5.208169159847335,-0.0812565635395119,0,0.12222222222222222,0.2,0.16666666666666666,0.16666666666666666,0.34444444444444444
21,5.185905324443255,4.007928378275911,6.077246136337837,0.11999696360851904,5.267163142601397,0.18068947310266995,0,0.24193548387096775,0.22580645161290322,0.06451612903225806,0.3629032258064516,0.10483870967741936
22,3.96584151521039,3.978641875900563,6.298749965167026,0.3124446008884016,4.90261277986051,0.33140567293132617,4,0.0738255033557047,0.16778523489932887,0.3221476510067114,0.18120805369127516,0.2550335570469799
23,3.7549132608914,3.9835207733364904,6.180172704453174,0.2073696944249596,5.160133804935304,0.7459864055913323,1,0.1879432624113475,0.2872340425531915,0.1276595744680851,0.22340425531914893,0.17375886524822695
24,4.107459019594765,3.9798999591001953,6.276893564537576,0.28753900297572704,5.181038667011153,-0.275108086639649,0,0.17857142857142858,0.19642857142857142,0.05357142857142857,0.23214285714285715,0.3392857142857143
25,4.290553092207139,3.9795724121182676,6.281994732683869,0.22292247028578724,4.87982831185733,0.15668649809714066,8,0.1130952380952381,0.23809523809523808,0.2261904761904762,0.16666666666666666,0.25595238095238093
26,3.886140681873678,3.9806112947572516,6.274405746956638,0.22447687797535779,5.181432781659656,0.3674787970766621,0,0.115,0.24,0.165,0.325,0.155
27,6.340637252848717,3.9823455385842808,6.248191614503873,0.1809601870976878,5.311675899106051,0.5622361566110045,1,0.14285714285714285,0.32142857142857145,0.07142857142857142,0.39285714285714285,0.07142857142857142
28,3.513603830886218,4.003994682950111,6.108971326618699,0.16054579556962287,5.4303564300692155,-0.17952699694367055,0,0.1678832116788321,0.24817518248175183,0.043795620437956206,0.30656934306569344,0.23357664233576642
29,4.062862058387907,3.9794285684094506,6.222232159509899,0.2888610301219917,5.024173261712855,-0.2971053906876369,1,0.14619883040935672,0.2046783625730994,0.2573099415204678,0.14619883040935672,0.24561403508771928
30,4.246158752575933,3.985946329187746,6.303638726448552,0.20647158629448337,5.183235038508677,-0.16743102859290096,1,0.20634920634920634,0.1746031746031746,0.07936507936507936,0.2857142857142857,0.25396825396825395
31,3.823777261781184,4.020291794060936,6.241664887276818,0.11036078314245852,4.855314365760862,-0.8702325274442021,0,0.08761329305135952,0.16314199395770393,0.5377643504531722,0.054380664652567974,0.15709969788519637
32,4.227184963140388,3.9782244478786137,6.290801044989186,0.13319417575691864,4.61719556122296,0.10602667368382339,7,0.0963855421686747,0.06746987951807229,0.744578313253012,0.004819277108433735,0.08674698795180723
33,3.6982809058308024,3.98225372740532,6.305496451358046,0.17543374242226775,5.165712492711877,-0.5330486580013754,3,0.1382636655948553,0.2540192926045016,0.21221864951768488,0.21543408360128619,0.18006430868167203
34,3.708666520987404,3.9840566896282157,6.284702674008171,0.16957734688166995,5.120752876477532,-0.72440945965438,5,0.17006802721088435,0.21428571428571427,0.14625850340136054,0.2687074829931973,0.20068027210884354
35,3.46401845621806,3.9807563217491944,6.293631469140119,0.1507641462717867,5.250488558306311,0.053729263813113166,11,0.17037037037037037,0.2222222222222222,0.145679012345679,0.23703703703703705,0.22469135802469137
36,5.08219324729565,1.6985071788461772,6.2994781157333,0.18317798285209785,4.934197418501131,-0.13252666700111285,25,0.14446529080675422,0.2589118198874296,0.24765478424015008,0.21575984990619138,0.13320825515947468
37,3.112750182838607,3.9845301616986784,6.299079050335116,0.252489520862955,5.300734009015128,-0.05515457947003705,4,0.14040114613180515,0.27507163323782235,0.13753581661891118,0.27793696275071633,0.16905444126074498
38,3.9092642482192286,3.9941132933000154,6.292385321148435,0.1947613466571011,5.131347383697394,0.17789062851990614,6,0.1581196581196581,0.24358974358974358,0.13675213675213677,0.3547008547008547,0.10683760683760683
39,3.4411952366279768,3.979374577105889,6.293649290623896,0.21772892412489256,5.341650649609688,-0.21662471598255567,4,0.12318840579710146,0.2536231884057971,0.10386473429951691,0.28743961352657005,0.2318840579710145
40,3.981914712994727,3.9792516058462,6.293905523934748,0.2097524042072119,4.658098737176652,0.13930803275503356,5,0.104,0.12,0.624,0.032,0.12
41,3.2505412951252364,3.981370031724176,6.303664745701125,0.19263743097692937,5.314545293616862,0.43080231580543094,0,0.189873417721519,0.2759493670886076,0.07341772151898734,0.2911392405063291,0.16962025316455695
42,3.3049848604215195,3.979463087081167,6.192697876953038,0.2218009898117124,4.839305496395533,-0.5201648198056988,9,0.08275862068965517,0.19310344827586207,0.2689655172413793,0.19310344827586207,0.2620689655172414
43,3.9783619156500776,3.9842943408684746,6.293960100365839,0.1658723227974922,5.173453761600085,0.15294325828884006,2,0.12063953488372094,0.26453488372093026,0.13226744186046513,0.3008720930232558,0.1816860465116279
44,3.21700692132689,3.986743582869676,6.210770176606848,0.19927169048362456,5.018467295590616,0.5552056865807162,2,0.0967741935483871,0.14516129032258066,0.25806451612903225,0.1935483870967742,0.3064516129032258
45,3.498444097651539,3.977006721831785,6.296894718431182,0.16772322153868274,4.709086567893995,0.16341541600622458,4,0.10276679841897234,0.11462450592885376,0.6600790513833992,0.003952569169960474,0.11857707509881422
46,3.8466136058071903,3.9771504854043664,6.3034381433048825,0.2762843131144902,5.061303005814037,0.0555139266064574,1,0.10397553516819572,0.18960244648318042,0.27522935779816515,0.22018348623853212,0.21100917431192662
47,3.3703363848911483,3.9812156250305204,6.293720122242393,0.2660468209323621,4.703428762163035,-0.07980571939282463,13,0.11363636363636363,0.13068181818181818,0.4772727272727273,0.05113636363636364,0.22727272727272727
48,4.249827974863484,3.9779328516852095,6.1888291339413,0.13067852776074382,4.7135236079783995,-0.30282093419758943,5,0.10126582278481013,0.13924050632911392,0.6455696202531646,0.022151898734177215,0.09177215189873418
49,3.3682517442681497,3.9850079488446237,6.2458114820641235,0.12004653982215312,4.721360312542721,-1.0178817534455398,0,0.1326530612244898,0.04081632653061224,0.6122448979591837,0.0,0.21428571428571427
